"Selected Filters: All States | All Programs"
""
"Total Funding: $9,835,080,336"
"Number of Grants: 12,702"

"Grantee Name","Grant Number","Program Name","City","State","ZIP Code","County","Congressional District","Award Fiscal Year","Award Funding"
"Wilmington Community Clinic","H8ECS38082","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Wilmington","CA","90744-4505","Los Angeles","CA-44","2020","$226,849"
"Wilmington Community Clinic","C8ECS43711","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Wilmington","CA","90744-4505","Los Angeles","CA-44","2021","$594,248"
"Wilmington Community Clinic","H8LCS51419","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Wilmington","CA","90744-4505","Los Angeles","CA-44","2023","$37,436"
"WILMINGTON COMMUNITY CLINIC","H8GCS47840","FY 2023 Expanding COVID-19 Vaccination (H8G)","WILMINGTON","CA","90744-4505","Los Angeles","CA44","2023","$118,282"
"WILMINGTON COMMUNITY CLINIC","H8FCS41205","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Wilmington","CA","90744-4505","Los Angeles","CA44","2022","$65,500"
"Winding Waters Medical Clinic","H8GCS47507","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Enterprise","OR","97828-5124","Wallowa","OR-02","2023","$27,500"
"Winding Waters Medical Clinic","C8ECS44329","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Enterprise","OR","97828-5124","Wallowa","OR-02","2021","$549,709"
"Winding Waters Medical Clinic","H8GCS47507","FY 2023 Expanding COVID-19 Vaccination (H8G)","Enterprise","OR","97828-5124","Wallowa","OR02","2023","$97,681"
"Winding Waters Medical Clinic","H8CCS34190","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Enterprise","OR","97828-5124","Wallowa","OR-02","2020","$54,301"
"Winding Waters Medical Clinic","H8FCS41011","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Enterprise","OR","97828-5124","Wallowa","OR02","2022","$65,500"
"Winding Waters Medical Clinic","H8DCS35800","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Enterprise","OR","97828-5124","Wallowa","OR-02","2020","$587,615"
"Winding Waters Medical Clinic","H8ECS38978","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Enterprise","OR","97828-5124","Wallowa","OR-02","2020","$166,114"
"Winding Waters Medical Clinic","H8LCS50846","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Enterprise","OR","97828-5124","Wallowa","OR-02","2023","$19,241"
"Winding Waters Medical Clinic","H8FCS41011","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Enterprise","OR","97828-5124","Wallowa","OR-02","2021","$1,210,625"
"Windrose Health Network Inc","H8GCS47775","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Trafalgar","IN","46181-9515","Johnson","IN-06","2023","$27,500"
"Windrose Health Network, Inc.","H8LCS51626","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Trafalgar","IN","46181-9515","Johnson","IN-06","2023","$20,510"
"Windrose Health Network, Inc.","H8DCS35665","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Trafalgar","IN","46181-9515","Johnson","IN-09","2020","$856,055"
"Windrose Health Network, Inc.","H8ECS38477","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Trafalgar","IN","46181-9515","Johnson","IN-09","2020","$390,724"
"Windrose Health Network, Inc.","H8FCS40861","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Trafalgar","IN","46181-9515","Johnson","IN-09","2021","$3,390,375"
"Windrose Health Network, Inc.","H8CCS34295","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Trafalgar","IN","46181-9515","Johnson","IN-09","2020","$65,245"
"Windrose Health Network, Inc.","C8ECS44069","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Trafalgar","IN","46181-9515","Johnson","IN-09","2021","$714,423"
"WINDROSE HEALTH NETWORK, INC.","H8GCS47775","FY 2023 Expanding COVID-19 Vaccination (H8G)","Trafalgar","IN","46181-9515","Johnson","IN09","2023","$224,950"
"WINDROSE HEALTH NETWORK, INC.","H8FCS40861","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Trafalgar","IN","46181-9515","Johnson","IN09","2022","$65,500"
"Winn Community Health Center","H8FCS40390","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Winnfield","LA","71483-3131","Winn","LA-05","2021","$3,731,625"
"Winn Community Health Center","C8ECS44388","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Winnfield","LA","71483-3131","Winn","LA-05","2021","$739,789"
"Winn Community Health Center","H8DCS35745","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Winnfield","LA","71483-3131","Winn","LA-05","2020","$794,825"
"Winn Community Health Center","H8ECS38501","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Winnfield","LA","71483-3131","Winn","LA-05","2020","$425,314"
"Winn Community Health Center","H8CCS35108","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Winnfield","LA","71483-3131","Winn","LA-05","2020","$62,276"
"WINN COMMUNITY HEALTH CENTER","H8GCS48047","FY 2023 Expanding COVID-19 Vaccination (H8G)","WINNFIELD","LA","71483-3463","Winn","LA05","2023","$320,377"
"Winn Community Health Center Inc","H8LCS51896","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Winnfield","LA","71483-3463","Winn","LA-05","2023","$31,383"
"Winn Community Health Center Inc","H8GCS48047","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Winnfield","LA","71483-3463","Winn","LA-05","2023","$27,500"
"Winn Community Health Center, Inc.","H8FCS40390","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Winnfield","LA","71483-3463","Winn","LA05","2022","$65,500"
"Winters Healthcare Foundation Inc","H8GCS48648","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Winters","CA","95694-1780","Yolo","CA-04","2023","$27,500"
"Winters Healthcare Foundation Inc","H8LCS51493","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Winters","CA","95694-1780","Yolo","CA-04","2023","$17,420"
"Winters Healthcare Foundation, Inc.","H8FCS40857","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Winters","CA","95694-1780","Yolo","CA-03","2021","$1,096,500"
"Winters Healthcare Foundation, Inc.","H8DCS35614","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Winters","CA","95694-1780","Yolo","CA-03","2020","$578,660"
"Winters Healthcare Foundation, Inc.","H8ECS38594","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Winters","CA","95694-1780","Yolo","CA-03","2020","$138,829"
"Winters Healthcare Foundation, Inc.","H8CCS34463","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Winters","CA","95694-1780","Yolo","CA-03","2020","$54,666"
"Winters Healthcare Foundation, Inc.","C8ECS43946","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Winters","CA","95694-1780","Yolo","CA-03","2021","$529,700"
"WINTERS HEALTHCARE FOUNDATION, INC.","H8FCS40857","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Winters","CA","95694-1780","Yolo","CA03","2022","$65,500"
"WINTERS HEALTHCARE FOUNDATION, INC.","H8GCS48648","FY 2023 Expanding COVID-19 Vaccination (H8G)","WINTERS","CA","95694-1780","Yolo","CA03","2023","$75,370"
"Winton Hills Med & Health Center","H8GCS47915","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Cincinnati","OH","45232-1130","Hamilton","OH-01","2023","$27,500"
"Winton Hills Med & Health Center","H8LCS51475","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Cincinnati","OH","45232-1130","Hamilton","OH-01","2023","$19,668"
"Winton Hills Med & Health Ctr","C8ECS44508","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Cincinnati","OH","45232-1130","Hamilton","OH-01","2021","$487,667"
"Winton Hills Med & Health Ctr","H8CCS34898","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Cincinnati","OH","45232-1130","Hamilton","OH-01","2020","$57,879"
"Winton Hills Med & Health Ctr","H8DCS36704","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Cincinnati","OH","45232-1130","Hamilton","OH-01","2020","$680,435"
"Winton Hills Med & Health Ctr","H8ECS37727","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Cincinnati","OH","45232-1130","Hamilton","OH-01","2020","$252,484"
"Winton Hills Med & Health Ctr","H8FCS41306","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Cincinnati","OH","45232-1130","Hamilton","OH-01","2021","$2,084,625"
"WINTON HILLS MED & HeaLTH CTR","H8GCS47915","FY 2023 Expanding COVID-19 Vaccination (H8G)","CINCINNATI","OH","45232-1130","Hamilton","OH01","2023","$140,224"
"WINTON HILLS MED & HeaLTH CTR","H8FCS41306","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Cincinnati","OH","45232-1130","Hamilton","OH01","2022","$65,500"
"Wirt County Health Service Association, Inc","H8GCS48609","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Elizabeth","WV","26143-1109","Wirt","WV-01","2023","$27,500"
"Wirt County Health Service Association, Inc","H8GCS48609","FY 2023 Expanding COVID-19 Vaccination (H8G)","RAVENSWOOD","WV","26164-1730","Jackson","WV02","2023","$208,543"
"Wirt County Health Service Association, Inc","C8ECS44434","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Ravenswood","WV","26164-1730","Jackson","WV-02","2021","$675,021"
"Wirt County Health Service Association, Inc","H8FCS41691","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Ravenswood","WV","26164-1730","Jackson","WV02","2022","$65,500"
"Wirt County Health Service Association, Inc","H8CCS34597","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Ravenswood","WV","26164-1730","Jackson","WV-02","2020","$59,925"
"Wirt County Health Service Association, Inc","H8DCS35834","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Ravenswood","WV","26164-1730","Jackson","WV-02","2020","$748,595"
"Wirt County Health Service Association, Inc","H8LCS50793","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Elizabeth","WV","26143-1109","Wirt","WV-01","2023","$18,573"
"Wirt County Health Service Association, Inc","H8ECS38619","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Ravenswood","WV","26164-1730","Jackson","WV-02","2020","$336,994"
"Wirt County Health Service Association, Inc","H8FCS41691","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Ravenswood","WV","26164-1730","Jackson","WV-02","2021","$2,664,625"
"Wisconsin Primary Health Care Association, Inc.","HQCCS41890","FY 2021 American Rescue Plan Funding for Health Center Controlled Networks (HQC)","Madison","WI","53718-2151","Dane","WI-02","2021","$162,500"
"Wisconsin Primary Health Care Association, Inc.","U5FCS41825","FY 2021 American Rescue Plan Funding for State and Regional Primary Care Associations (U5F)","Madison","WI","53718-2151","Dane","WI-02","2021","$257,360"
"Womencare, Inc.","C8ECS44633","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Scott Depot","WV","25560-9816","Putnam","WV-02","2021","$855,883"
"Womencare, Inc.","H8CCS34593","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Scott Depot","WV","25560-9816","Putnam","WV-02","2020","$73,201"
"Womencare, Inc.","H8GCS48300","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Scott Depot","WV","25560-9816","Putnam","WV-01","2023","$27,500"
"Womencare, Inc.","H8DCS35842","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Scott Depot","WV","25560-9816","Putnam","WV-02","2020","$1,070,990"
"Womencare, Inc.","H8ECS38372","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Scott Depot","WV","25560-9816","Putnam","WV-02","2020","$583,624"
"Womencare, Inc.","H8LCS51600","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Scott Depot","WV","25560-9816","Putnam","WV-01","2023","$19,760"
"Womencare, Inc.","H8FCS41471","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Scott Depot","WV","25560-9816","Putnam","WV-02","2021","$5,147,375"
"WomenCare, Inc.","H8GCS48300","FY 2023 Expanding COVID-19 Vaccination (H8G)","SCOTT DEPOT","WV","25560-9816","Putnam","WV02","2023","$341,149"
"WomenCare, Inc.","H8FCS41471","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Scott Depot","WV","25560-9816","Putnam","WV02","2022","$65,500"
"Wood River Health Services, Inc.","H8GCS47909","FY 2023 Expanding COVID-19 Vaccination (H8G)","HOPE VALLEY","RI","02832-1920","Washington","RI02","2023","$112,126"
"Wood River Health Services, Inc.","H8GCS47909","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Hope Valley","RI","02832-1920","Washington","RI-02","2023","$27,500"
"Wood River Health Services, Inc.","C8ECS44211","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Hope Valley","RI","02832-1920","Washington","RI-02","2021","$573,876"
"Wood River Health Services, Inc.","H8CCS34500","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Hope Valley","RI","02832-1920","Washington","RI-02","2020","$54,776"
"Wood River Health Services, Inc.","H8FCS40796","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Hope Valley","RI","02832-1920","Washington","RI02","2022","$65,500"
"Wood River Health Services, Inc.","H8DCS36283","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Hope Valley","RI","02832-1920","Washington","RI-02","2020","$615,185"
"Wood River Health Services, Inc.","H8ECS37916","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Hope Valley","RI","02832-1920","Washington","RI-02","2020","$199,069"
"Wood River Health Services, Inc.","H8LCS51296","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Hope Valley","RI","02832-1920","Washington","RI-02","2023","$13,223"
"Wood River Health Services, Inc.","H8FCS40796","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Hope Valley","RI","02832-1920","Washington","RI-02","2021","$1,428,000"
"Wood, County Of","H8GCS47854","FY 2023 Expanding COVID-19 Vaccination (H8G)","Bowling Green","OH","43402-9173","Wood","OH05","2023","$70,627"
"Wood, County Of","C8ECS44203","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Bowling Green","OH","43402-9173","Wood","OH-05","2021","$517,105"
"Wood, County Of","H8CCS34875","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Bowling Green","OH","43402-9173","Wood","OH-05","2020","$51,784"
"Wood, County Of","H8GCS47854","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Bowling Green","OH","43402-9173","Wood","OH-05","2023","$27,500"
"Wood, County Of","H8DCS36662","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Bowling Green","OH","43402-9173","Wood","OH-05","2020","$531,965"
"Wood, County Of","H8ECS38156","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Bowling Green","OH","43402-9173","Wood","OH-05","2020","$121,654"
"Wood, County Of","H8LCS51178","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Bowling Green","OH","43402-9173","Wood","OH-05","2023","$14,606"
"Wood, County Of","H8FCS41529","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Bowling Green","OH","43402-9173","Wood","OH-05","2021","$769,375"
"Wood, County Of","H8FCS41529","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Bowling Green","OH","43402-9173","Wood","OH05","2022","$65,500"
"Wright Center Medical Group, The","L1CCS39427","FY 2020 Health Center Program Look-Alikes:  Expanding Capacity for Coronavirus Testing (L1C)","Scranton","PA","18505-3814","Lackawanna","PA-08","2020","$372,002"
"Wright Center Medical Group, The","H8GCS48875","FY 2023 Expanding COVID-19 Vaccination (H8G)","SCRANTON","PA","18505-3814","Lackawanna","PA08","2023","$343,588"
"Wright Center Medical Group, The","L2CCS42416","FY 2021 American Rescue Plan - Funding for Look-Alikes (L2C)","Scranton","PA","18505-3814","Lackawanna","PA-08","2021","$2,674,249"
